mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__n_features,param_model__n_trees,params,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_mse,split1_test_mse,split2_test_mse,mean_test_mse,std_test_mse,rank_test_mse
30.94102954864502,0.3870787058725552,0.6316666603088379,0.022661682253821733,5,50,100,"{'model__max_depth': 5, 'model__n_features': 50, 'model__n_trees': 100}",0.17366527469160065,0.5321562478846853,0.6245960691555765,0.44347253057728747,0.19447921334609164,14,-10163378043.859411,-1455903848.1942928,-1675616567.514581,-4431632819.856095,4053948355.5682187,12
3.1704023679097495,0.0353858153520113,0.0926663080851237,0.0026242572195089263,5,100,10,"{'model__max_depth': 5, 'model__n_features': 100, 'model__n_trees': 10}",0.17982917642557816,0.3819200069916304,0.4352623260009433,0.3323371698060506,0.11001626177684369,33,-10087566073.686872,-1923430710.026853,-2520708296.058389,-4843901693.257372,3715839719.3306336,33
15.920487006505331,0.21774362413638154,0.3293335437774658,0.006650238099787044,5,100,50,"{'model__max_depth': 5, 'model__n_features': 100, 'model__n_trees': 50}",0.18312629496984034,0.3421396045810735,0.6401941414911706,0.38848668034736145,0.18945323548741713,31,-10047013666.539454,-2047225119.3577101,-1605994525.0175252,-4566744436.971562,3879319891.4893084,27
30.772626399993896,0.19705061640401975,0.6447397073109945,0.011850959630116913,5,100,100,"{'model__max_depth': 5, 'model__n_features': 100, 'model__n_trees': 100}",0.17299812161179418,0.4922216930309742,0.635324260015879,0.43351469155288247,0.19325501042201512,17,-10171583591.509207,-1580177971.3915467,-1627731255.539968,-4459830939.480241,4038865690.3622723,14
12.282850901285807,0.24312274056704736,0.13866718610127768,0.005906702095082559,10,,10,"{'model__max_depth': 10, 'model__n_features': None, 'model__n_trees': 10}",0.17807835329930677,0.4259177436124456,0.5914045260269252,0.3984668743128925,0.1698524731139568,28,-10109100055.952457,-1786512190.1824434,-1823767119.488401,-4573126455.2077675,3914554020.0254397,28
60.76887567838033,1.499690583839004,0.5396663347880045,0.006599867330120892,10,,50,"{'model__max_depth': 10, 'model__n_features': None, 'model__n_trees': 50}",0.1732140646137974,0.4133503969650808,0.6219289276779838,0.40283112975228735,0.1833380271896668,27,-10168927633.459682,-1825621076.990833,-1687521361.4726708,-4560690023.974396,3966023591.8100204,26
118.89109150568645,1.5358992528386681,1.1142287254333496,0.031303654030495336,10,,100,"{'model__max_depth': 10, 'model__n_features': None, 'model__n_trees': 100}",0.1612685264239968,0.46924909861546094,0.6269718899846115,0.41916317167468975,0.1933931328771435,21,-10315849960.262531,-1651667413.0295503,-1665012084.1421704,-4544176485.811418,4081193088.777163,25
6.05629030863444,0.383547012095383,0.1419996420542399,0.0014139986696414873,10,10,10,"{'model__max_depth': 10, 'model__n_features': 10, 'model__n_trees': 10}",0.15785554744906805,0.5417446962395127,0.6009668369710017,0.43352236021986085,0.19641954966450526,16,-10357827375.123075,-1426065127.9059763,-1781085716.0050132,-4521659406.344688,4129338310.5399733,21
31.183546940485638,0.6158751891686807,0.5551954110463461,0.0034586282609978475,10,10,50,"{'model__max_depth': 10, 'model__n_features': 10, 'model__n_trees': 50}",0.17827828477224072,0.5700490146927663,0.6093956039366828,0.4525743011338966,0.19462060008332058,7,-10106641029.265017,-1337983656.3243027,-1743463889.4576828,-4396029525.015668,4041403746.984805,7
61.35464851061503,2.448500949666487,1.121157169342041,0.031510630552452186,10,10,100,"{'model__max_depth': 10, 'model__n_features': 10, 'model__n_trees': 100}",0.18236104667067665,0.614384172465428,0.6233438634712709,0.47336302753579185,0.20580198195724567,1,-10056425721.392792,-1200015100.5411541,-1681205791.3296828,-4312548871.087876,4066282255.6422815,1
11.988804976145426,0.31558755035654135,0.1352849006652832,0.002923476756265797,10,50,10,"{'model__max_depth': 10, 'model__n_features': 50, 'model__n_trees': 10}",0.15502191243354047,0.39745897523882145,0.6033683718150971,0.38528308649581966,0.18323905353391218,32,-10392679237.230621,-1875074301.3631372,-1770366458.0495136,-4679373332.214423,4040143496.323908,32
60.75831890106201,2.049137455667968,0.5330933729807535,0.04949746736734022,10,50,50,"{'model__max_depth': 10, 'model__n_features': 50, 'model__n_trees': 50}",0.17009356117596508,0.4446821055047926,0.6203697494578316,0.4117151387128631,0.18529665783639462,25,-10207307790.01672,-1728118535.111798,-1694480758.1191525,-4543302361.082557,4005080190.5627313,24
93.22245208422343,2.004380102470094,0.5416539510091146,0.023885909742665565,10,50,100,"{'model__max_depth': 10, 'model__n_features': 50, 'model__n_trees': 100}",0.17478915332695544,0.5536387292003769,0.6251991315012749,0.45120900467620245,0.19762957514724602,8,-10149555069.831224,-1389051556.0030136,-1672924796.9318292,-4403843807.588689,4064483930.8350396,10
12.143736362457275,0.2751175991998466,0.13866631189982095,0.007318044770675519,10,100,10,"{'model__max_depth': 10, 'model__n_features': 100, 'model__n_trees': 10}",0.17739829265644302,0.4270916562551771,0.6307326702097806,0.41174087304046686,0.18539102706962704,24,-10117464358.207327,-1782859039.047542,-1648225830.3650727,-4516183075.873314,3961085333.4314876,20
48.4184885819753,0.16418980088809434,0.36914968490600586,0.04028806360795733,10,100,50,"{'model__max_depth': 10, 'model__n_features': 100, 'model__n_trees': 50}",0.16925825240336168,0.5522853635186794,0.622963385537617,0.44816900048655267,0.19931925771881867,10,-10217581542.987892,-1393263155.0573745,-1682904055.7239053,-4431249584.589725,4093262847.852938,11
74.22169589996338,0.9740579047615453,0.43920063972473145,0.0015554909876018903,10,100,100,"{'model__max_depth': 10, 'model__n_features': 100, 'model__n_trees': 100}",0.17507312602102298,0.490290860383476,0.6029010239766153,0.42275500346037137,0.18107088215213532,20,-10146062390.949957,-1586186615.6643438,-1772452466.5236151,-4501567157.712638,3991985184.53565,19
